@relation ProteinFoldsDicotsFeatSelect

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEE numeric
@attribute adssCHH numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssHCH numeric
@attribute phyCsativus numeric
@attribute phyGmax numeric
@attribute phyLjaponicus numeric
@attribute phyPpersica numeric
@attribute phyRcommunis numeric
@attribute phySlycoparsicum numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
6,1,9,2,22,7,9,21,1,1,14,10,31,16,5,0,14,1,14,4,0.4878,0.0854,0.4268,12,2,7,1,2,1,0,0,0,1,0,0,4,1,1,1,1,1,1,2.46,v
9,13,13,29,0,10,31,12,3,16,8,13,23,7,1,3,6,1,13,13,0.3056,0.0278,0.6667,3,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.08,u
14,13,7,9,7,3,17,6,1,8,14,14,21,14,14,20,11,2,0,18,0.4095,0,0.5905,3,0,4,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1.05,q
13,9,3,15,3,18,29,10,0,14,20,13,17,4,10,10,4,22,7,12,0.352,0,0.648,4,0,5,0,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,1.25,u
23,5,11,17,5,3,6,9,2,12,4,13,5,4,17,25,19,11,4,8,0.5294,0.4706,0,7,8,0,0,1,0,2,0,3,0,2,1,0,0,0,0,0,0,0,1.53,g
6,8,16,18,0,5,17,26,0,2,7,23,1,11,7,9,4,20,7,1,0.5826,0.2018,0.2156,10,6,5,0,1,0,0,0,3,2,0,0,2,0,0,0,0,0,0,2.18,l
2,23,15,7,39,11,9,7,22,5,4,20,10,12,8,18,12,15,5,3,0.6596,0.1702,0.1702,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.47,-
9,11,12,34,7,6,19,13,6,15,7,15,24,7,0,4,5,10,16,14,0.3211,0.0183,0.6606,2,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.09,u
1,20,4,17,1,7,13,7,8,21,10,10,15,11,9,7,12,0,2,28,0.4863,0.1712,0.3425,5,2,3,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,1.46,s
5,18,7,5,20,13,0,7,13,12,12,12,4,5,28,17,15,0,8,15,0.5679,0.2963,0.1358,3,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.81,y
0,6,2,17,36,16,22,0,4,11,11,14,6,6,16,0,0,4,14,9,0.6,0.4,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,-
19,4,26,28,10,5,6,0,15,8,9,4,15,8,28,29,10,3,5,4,0.5839,0.151,0.2651,10,7,5,0,0,0,1,0,1,5,1,0,0,0,1,0,1,1,1,2.98,p
4,5,11,8,6,12,8,8,6,17,15,12,25,17,10,5,7,0,9,20,0.447,0.4516,0.1014,5,13,2,0,1,0,3,0,3,0,3,4,0,0,0,0,0,0,0,2.17,n
19,5,8,12,0,10,15,15,0,14,12,12,5,0,1,10,12,12,1,16,0.2653,0,0.7347,2,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1.47,a
0,15,15,24,15,22,16,9,8,4,6,16,7,14,29,5,5,6,10,19,0.5464,0.3825,0.071,8,8,1,0,0,0,2,0,4,1,2,1,0,0,0,0,0,0,0,1.83,o
7,9,9,14,0,16,16,0,17,22,7,9,12,29,29,4,8,3,36,15,0.5437,0.0798,0.3764,8,1,7,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,2.63,g
14,8,11,10,5,4,10,15,39,3,6,10,8,13,0,10,4,3,14,2,0.5847,0.4153,0,3,6,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1.18,m
0,9,24,13,36,18,15,20,16,3,1,7,3,10,3,11,6,6,14,10,0.7843,0.2157,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,-
10,15,3,14,3,7,8,15,8,10,21,7,7,20,0,11,15,1,17,11,0.4099,0.1491,0.441,5,2,4,0,0,2,0,1,0,0,0,0,0,1,1,1,1,1,1,1.61,s
5,11,12,11,11,20,11,7,29,17,18,7,13,1,4,12,5,0,5,8,0.3919,0.0541,0.5541,5,1,6,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1.48,e
2,5,16,21,8,7,23,8,1,5,11,13,21,19,4,11,7,12,16,10,0.2879,0.5985,0.1136,0,10,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.32,o
1,15,10,4,0,17,3,11,22,20,8,22,19,22,5,10,21,13,25,23,0.4685,0.5315,0,3,6,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1.11,w
7,4,9,8,9,3,7,27,0,21,11,5,11,1,0,10,13,0,1,20,0.4333,0.3,0.2667,6,5,3,0,0,2,2,0,0,0,1,0,0,1,1,1,1,1,1,1.5,v
10,21,4,27,0,9,9,6,0,12,7,15,12,15,6,5,3,0,6,10,0.6364,0.2727,0.0909,4,2,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0.55,v
13,6,10,5,5,12,19,20,10,3,12,10,14,13,0,1,16,0,20,7,0.485,0.1796,0.3353,7,3,5,1,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1.67,s
2,4,22,14,38,2,14,25,19,5,5,7,2,8,19,11,9,4,15,3,0.6866,0.194,0.1194,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.67,-
16,12,16,14,8,17,8,10,4,5,4,13,7,13,19,10,8,3,18,9,0.6056,0.3944,0,3,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.71,k
9,12,4,1,0,7,6,0,10,17,26,7,17,0,10,13,24,4,3,15,0.25,0.0556,0.6944,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.08,e
3,18,9,1,0,8,7,17,0,14,24,21,18,22,0,11,4,9,5,6,0.4778,0.2278,0.2944,6,6,5,0,0,0,1,0,1,2,1,0,0,1,1,1,1,1,1,1.8,t
14,9,18,9,12,20,11,29,2,9,9,2,0,5,0,10,11,14,19,13,0.5568,0.1575,0.2857,12,6,5,1,0,1,0,0,1,4,0,0,0,1,1,1,1,1,1,2.73,p
22,8,4,4,3,3,0,21,2,17,9,9,14,13,0,17,9,0,14,26,0.383,0.1915,0.4255,3,3,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.41,s
9,17,10,12,18,25,5,1,14,15,14,15,15,10,12,13,7,16,15,16,0.4771,0.5229,0,5,11,0,0,0,0,2,0,5,0,3,2,0,0,0,0,0,0,0,1.53,m
5,5,8,6,0,6,6,10,1,11,15,15,14,9,8,5,18,2,9,9,0.2787,0.4262,0.2951,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,y
10,13,10,20,13,14,15,0,3,8,8,17,5,18,6,2,7,14,28,4,0.4086,0,0.5914,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.93,c
5,12,7,17,1,16,28,7,6,12,11,17,7,9,10,9,13,15,7,14,0.5579,0.0632,0.3789,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.95,c
28,28,0,11,0,8,21,1,3,12,16,17,8,1,6,6,3,4,5,11,0.4476,0.121,0.4315,8,3,10,0,0,1,0,1,0,2,0,0,3,1,1,1,1,1,1,2.48,p
1,18,9,13,0,9,7,6,5,11,6,12,8,13,14,5,1,16,19,11,0.4808,0.5192,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.52,k
3,2,4,13,18,13,12,18,14,10,9,2,10,1,8,8,6,11,4,9,0.506,0.1205,0.3735,6,2,4,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1.66,v
4,11,6,12,40,8,11,18,2,4,2,24,1,4,6,4,8,14,9,3,0.75,0.2083,0.0417,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,-
12,7,7,6,0,11,2,17,7,10,5,4,3,12,0,22,13,9,13,12,0.5667,0.3333,0.1,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.6,p
14,2,8,19,0,5,6,25,6,7,1,6,8,8,13,12,21,13,10,22,0.7174,0.2536,0.029,6,3,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1.38,h
3,4,16,10,8,5,14,1,5,18,15,9,18,4,25,10,7,0,6,10,0.4107,0.0357,0.5536,3,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1.12,e
9,24,14,6,8,10,6,7,8,26,10,19,5,4,15,12,14,12,10,10,0.5175,0.4211,0.0614,5,5,1,0,0,0,1,0,2,0,0,0,0,1,1,1,1,1,1,1.14,l
2,6,25,20,2,12,14,4,7,21,14,16,7,22,8,16,20,0,11,13,0.4032,0.4597,0.1371,2,7,1,0,0,0,2,0,2,0,1,2,0,1,1,1,1,1,1,1.24,l
16,15,10,12,3,7,19,10,9,17,3,8,3,10,8,5,12,24,27,12,0.6615,0.3229,0.0156,7,8,0,0,1,0,1,0,4,0,1,1,0,0,0,0,0,0,0,1.92,h
3,5,15,20,0,8,14,0,13,10,11,6,18,29,2,9,4,16,17,20,0.5685,0.363,0.0685,6,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.46,h
16,18,8,10,0,11,19,11,16,20,7,8,6,9,0,3,20,6,32,14,0.6935,0.3065,0,6,7,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1.99,h
4,6,12,27,0,8,14,0,8,9,10,7,18,27,1,9,7,15,20,20,0.5526,0.3618,0.0855,6,5,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1.52,h
16,11,10,9,0,10,23,7,18,13,4,6,7,11,2,8,12,27,25,16,0.6145,0.3352,0.0503,8,7,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1.79,h
5,10,8,20,0,7,15,0,4,6,13,13,17,28,1,8,5,16,17,16,0.5369,0.4027,0.0604,4,7,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,1.49,h
23,3,6,10,1,5,9,32,14,15,1,5,4,15,5,5,6,7,7,33,0.5435,0.1739,0.2826,5,3,4,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1.38,s
7,8,6,24,2,21,27,1,6,16,17,3,4,10,0,11,21,17,10,12,0.4018,0.1233,0.4749,7,2,7,0,0,1,0,2,1,1,0,0,2,0,0,0,0,0,0,2.19,v
8,1,17,23,0,8,14,8,5,2,5,4,3,15,17,7,18,2,12,3,0.5141,0.4859,0,7,10,0,1,2,0,2,0,2,0,2,4,0,0,0,0,0,0,0,1.77,j
14,14,1,7,7,8,7,22,5,16,6,7,2,9,16,10,19,0,19,8,0.6483,0.3517,0,15,18,0,1,3,0,7,0,6,0,7,1,0,0,0,0,0,0,0,3.81,j
6,0,8,15,54,10,8,14,9,8,4,0,4,6,29,13,11,1,6,13,0.8491,0.1509,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,-
4,12,40,23,36,13,8,11,10,8,2,6,3,0,24,12,4,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,-
2,15,17,16,43,16,6,10,15,1,3,6,1,0,23,12,9,0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,-
21,14,3,10,20,10,11,27,13,3,8,15,0,4,16,11,10,2,8,14,0.52,0.48,0,6,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,g
12,4,13,8,3,17,12,1,5,23,3,33,5,17,9,20,8,4,5,28,0.4762,0.1238,0.4,4,2,4,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1.05,u
2,5,0,2,3,7,0,22,8,18,15,3,26,6,40,14,12,0,13,19,0.4296,0.5704,0,6,11,0,0,0,0,3,0,6,0,2,1,0,0,0,0,0,0,0,1.42,j
11,9,12,8,3,6,2,23,6,17,7,18,23,4,0,9,7,0,0,24,0.4565,0.1449,0.3986,3,2,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.38,s
21,14,8,0,1,10,0,28,8,22,8,17,9,4,5,11,17,0,3,16,0.4662,0.1689,0.3649,4,3,4,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.48,s
10,8,6,6,5,16,19,1,12,11,12,17,8,4,24,12,13,0,0,9,0.4383,0.1543,0.4074,5,3,5,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.62,s
4,22,2,12,3,25,20,0,7,20,17,21,14,9,7,3,8,3,9,8,0.4881,0.0952,0.4167,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.84,c
1,6,3,27,7,13,20,7,25,12,10,4,21,22,6,6,4,10,14,16,0.5762,0.1656,0.2583,6,3,3,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1.51,s
5,3,11,15,4,11,20,7,0,2,10,20,22,25,1,14,7,12,20,7,0.2992,0.6063,0.0945,1,10,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1.27,o
20,20,1,9,0,4,10,12,2,11,9,13,5,3,8,16,12,1,8,5,0.5208,0.0952,0.3839,9,3,7,0,1,2,0,1,0,2,0,0,1,1,1,0,1,1,1,3.36,y
14,3,2,4,0,20,23,6,2,18,15,19,13,9,11,16,16,9,0,15,0.2876,0,0.7124,2,0,6,0,0,0,0,2,0,0,0,0,2,1,1,1,1,1,1,1.53,a
7,9,9,13,0,17,16,0,15,22,7,8,12,26,28,3,8,3,37,16,0.5407,0.0593,0.4,9,1,7,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,2.7,g
4,13,5,16,5,23,15,9,19,9,10,7,20,28,15,8,5,3,7,9,0.4394,0.1296,0.431,11,5,11,0,1,0,0,1,0,2,0,0,5,0,0,0,0,0,0,3.55,p
7,10,7,18,3,19,12,11,15,6,10,9,17,30,11,11,4,5,13,5,0.4352,0.1204,0.4444,8,3,10,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,3.24,p
14,0,2,13,7,3,3,32,3,25,6,0,5,5,8,9,8,0,19,23,0.4885,0.2212,0.2903,7,6,4,0,0,2,0,0,1,1,1,1,0,1,1,1,1,1,1,2.17,q
8,6,4,10,0,1,15,19,0,27,16,12,6,15,17,15,13,1,1,18,0.4746,0.3136,0.2119,3,5,2,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1.18,q
15,27,15,5,0,21,20,7,4,16,21,20,12,0,0,1,0,4,0,5,0.4286,0.3286,0.2429,4,5,3,0,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1.4,l
18,10,8,19,2,16,22,2,1,10,12,22,10,4,4,19,12,17,5,14,0.2329,0,0.7671,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.46,a
11,3,10,17,0,8,12,15,9,14,10,15,6,0,4,10,10,21,1,17,0.2418,0,0.7582,3,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1.53,a
3,0,19,41,0,5,30,3,5,10,11,11,2,13,9,11,14,3,0,18,0.5333,0.1333,0.3333,4,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.2,u
5,2,12,7,0,3,8,21,0,9,2,19,9,24,0,12,16,12,8,9,0.5797,0.4203,0,3,4,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,0.69,l
13,0,6,5,1,19,4,23,0,6,15,5,21,28,9,14,2,3,4,10,0.3448,0.0474,0.6078,5,1,9,0,0,1,0,1,0,0,0,0,2,1,1,1,1,1,1,2.32,z
8,8,5,18,2,13,17,2,14,11,18,6,30,13,22,2,10,7,9,15,0.4062,0.2917,0.3021,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.96,z
5,12,8,23,8,7,15,4,4,7,2,11,2,13,16,6,4,17,20,5,0.5833,0.3542,0.0625,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.48,k
7,4,16,18,7,7,18,0,10,7,12,12,19,9,22,6,5,1,6,6,0.5061,0.1347,0.3592,11,4,7,0,0,2,0,0,0,2,0,0,3,1,1,1,1,1,1,2.45,t
8,6,10,8,0,17,16,4,5,14,14,14,21,10,27,15,4,0,2,10,0.5159,0.4524,0.0317,4,6,0,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,1.26,g
14,7,8,12,7,12,9,14,3,18,11,14,24,21,12,8,14,0,19,11,0.4276,0.1145,0.4579,9,3,11,0,0,0,0,0,0,2,0,0,5,1,1,1,1,1,1,2.97,p
9,6,9,9,4,8,17,11,10,16,13,10,12,3,15,13,23,0,6,35,0.5242,0.4758,0,6,7,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1.24,g
25,7,0,0,0,3,17,24,1,30,7,7,7,9,0,4,3,0,15,30,0.4731,0.2874,0.2395,5,6,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.67,q
9,0,6,15,0,5,18,14,3,10,11,13,3,10,1,21,30,11,11,7,0.4733,0.2867,0.24,3,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5,q
20,0,4,8,0,4,1,16,2,10,4,2,1,2,17,24,27,0,2,14,0.4602,0.5398,0,4,8,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,1.13,g
3,10,14,8,5,14,14,14,10,17,9,4,12,19,7,6,11,8,25,15,0.5284,0.2191,0.2526,12,11,8,0,2,0,1,0,2,2,2,2,2,0,0,0,0,0,0,3.88,v
15,9,6,9,0,13,7,9,4,13,3,9,22,8,10,13,17,5,4,13,0.5455,0.1104,0.3442,4,2,5,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1.54,z
24,17,2,15,15,7,12,8,2,25,8,13,16,3,4,1,15,0,0,22,0.4927,0.1951,0.3122,6,4,6,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2.05,p
10,7,11,17,0,33,16,8,14,10,6,12,8,16,26,12,9,1,11,13,0.4528,0.4654,0.0818,5,8,1,0,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,1.59,o
10,2,2,11,0,16,19,6,4,12,19,4,23,13,18,8,6,2,11,7,0.2308,0,0.7692,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0.91,h
5,19,2,17,0,26,25,6,3,9,15,25,9,14,0,2,3,1,5,6,0.3521,0,0.6479,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.71,c
18,18,5,3,7,7,3,24,1,17,14,18,22,3,17,10,12,13,4,16,0.4412,0.1941,0.3647,7,5,5,1,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1.7,s
16,17,4,17,2,7,16,15,3,6,11,3,1,23,22,9,10,11,7,9,0.4818,0.2091,0.3091,5,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1.1,c
14,12,15,8,18,8,10,0,10,11,11,11,8,9,6,23,19,0,8,9,0.4393,0.243,0.3178,4,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.07,r
15,4,2,19,2,21,30,0,0,8,10,10,5,21,0,11,7,3,9,4,0.4054,0,0.5946,6,0,8,0,0,0,0,1,0,0,0,0,6,1,1,1,1,1,1,1.48,f
6,2,11,8,0,9,7,3,1,8,15,15,26,19,36,17,20,0,3,6,0.6325,0.08,0.2875,13,4,7,1,0,3,0,0,0,2,0,0,1,1,1,1,1,1,1,4,p
21,7,0,3,4,11,5,35,13,18,21,4,20,1,9,7,13,0,0,17,0.4978,0.2597,0.2424,7,5,4,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,2.31,q
0,12,19,6,0,12,4,34,6,11,13,4,9,7,16,0,0,1,4,14,0.6094,0,0.3906,3,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.28,c
10,1,3,9,1,2,5,19,11,18,16,6,16,1,3,16,21,0,0,16,0.4857,0.1714,0.3429,15,8,10,1,1,2,1,1,0,4,1,0,1,0,0,0,0,1,0,3.85,x
6,10,15,8,0,12,7,12,2,12,7,9,8,6,0,14,17,1,3,11,0.4615,0.4872,0.0513,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.78,l
11,18,7,17,1,14,17,5,8,5,7,13,10,12,17,10,3,3,32,6,0.6941,0.2824,0.0235,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.85,k
16,18,7,13,0,14,19,0,12,22,13,24,10,0,5,3,6,10,3,15,0.4598,0.1034,0.4368,9,2,11,0,0,1,0,1,0,1,0,0,4,1,1,1,1,1,1,2.61,p
28,12,9,13,13,17,12,15,13,11,6,15,2,1,6,3,9,1,6,12,0.5131,0.199,0.288,4,4,6,0,0,0,0,0,1,2,0,0,1,1,1,0,0,1,1,1.91,p
11,10,0,14,0,2,18,0,0,22,16,30,14,8,8,1,3,0,2,14,0.4107,0.3929,0.1964,2,5,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.12,z
4,11,8,12,11,2,9,15,6,15,7,25,2,2,10,7,16,0,7,19,0.434,0.183,0.383,6,4,8,0,0,0,0,1,0,2,1,0,3,1,1,1,1,1,1,2.35,p
5,21,9,2,30,9,5,12,1,13,21,13,13,4,0,12,6,0,1,9,0.4839,0.4194,0.0968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,-
12,11,14,4,0,2,10,8,4,20,13,7,11,16,12,15,22,0,12,17,0.4328,0.2015,0.3657,4,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.34,x
6,7,32,14,8,16,4,17,2,7,3,2,2,12,7,16,2,24,4,5,0.5161,0.4839,0,3,5,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0.93,p
3,18,10,8,0,5,6,4,10,9,25,10,13,27,28,3,14,16,16,4,0.6,0.0137,0.3863,16,0,15,1,0,3,0,3,0,0,0,0,8,1,1,0,1,1,1,5.1,-
6,11,0,0,9,17,7,22,8,14,11,10,5,6,21,5,5,2,7,11,0.5116,0.3023,0.186,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.86,l
5,8,14,20,0,10,19,7,10,23,20,19,5,6,4,8,5,0,0,17,0.5115,0.1679,0.3206,5,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1.31,r
12,19,1,0,0,6,14,10,0,23,29,0,21,3,7,9,7,0,0,21,0.5503,0.1587,0.291,7,3,4,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.89,s
5,20,14,2,0,16,12,6,43,17,17,6,5,5,22,6,5,0,2,14,0.4634,0.2927,0.2439,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,z
4,13,5,16,8,12,11,16,16,16,15,7,15,3,19,6,21,0,6,25,0.5472,0.0881,0.3648,12,1,9,1,0,2,0,1,0,1,0,0,4,0,0,0,0,0,0,3.18,p
7,12,4,10,5,12,16,5,10,5,10,12,20,13,17,13,16,0,4,5,0.5751,0.0881,0.3368,12,3,8,2,0,2,0,1,1,0,0,0,3,1,1,1,1,1,1,3.86,p
1,14,7,16,17,21,14,2,11,9,26,10,15,14,9,8,3,10,11,2,0.4382,0.2022,0.3596,3,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.89,c
11,2,7,11,0,10,16,20,0,18,14,4,9,0,11,5,8,0,0,16,0.6645,0.2425,0.093,9,8,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.01,i
7,10,15,10,10,8,10,12,1,10,11,4,8,3,8,16,9,2,7,10,0.6716,0.2952,0.0332,12,7,1,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2.71,i
2,2,17,14,0,14,4,12,1,5,13,2,10,12,16,13,16,2,10,7,0.6345,0.2773,0.0882,9,9,2,0,0,0,3,0,4,1,3,0,0,0,0,0,0,0,0,2.38,i
21,13,7,20,0,14,15,11,0,16,10,2,0,0,6,5,4,0,0,13,0.3852,0.1967,0.418,2,3,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1.22,p
11,6,24,22,0,34,8,2,6,15,19,8,4,7,0,10,9,11,10,17,0.5563,0.3944,0.0493,6,7,1,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1.42,g
7,25,7,14,7,3,5,13,28,5,8,5,20,26,17,8,2,7,17,12,0.6074,0.0702,0.3223,14,3,10,0,1,3,0,1,0,1,0,0,3,1,1,1,1,1,1,4.84,p
23,9,18,2,6,4,7,7,28,15,11,11,12,14,15,12,7,4,8,12,0.5128,0.1209,0.3663,9,4,6,1,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,2.73,r
15,7,13,10,1,11,10,19,11,36,8,17,4,5,9,8,9,2,2,15,0.5376,0.3441,0.1183,5,5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.93,z
12,2,11,6,9,3,12,20,0,16,5,19,14,15,4,10,24,4,14,8,0.497,0.1953,0.3077,6,5,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1.69,r
0,12,9,17,0,13,20,1,3,17,20,17,12,8,7,3,15,0,2,13,0.377,0.3525,0.2705,4,5,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1.22,z
9,5,2,19,0,8,17,11,3,13,7,10,3,6,19,4,16,13,12,10,0.4502,0.0785,0.4713,11,6,16,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,5.22,p
12,13,9,14,0,12,20,15,1,16,1,14,5,10,3,17,6,5,14,16,0.4451,0.122,0.4329,7,2,5,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1.64,r
8,5,1,19,0,6,16,6,5,13,7,11,5,4,24,4,20,12,10,13,0.492,0.0778,0.4302,10,5,11,0,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,4.37,p
20,30,5,11,2,4,6,14,7,9,22,13,19,10,11,7,11,4,0,8,0.482,0.1151,0.4029,4,1,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1.39,r
10,30,2,11,0,12,14,20,7,11,11,21,8,0,13,7,3,3,2,10,0.3023,0,0.6977,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.43,c
8,10,12,15,6,3,15,5,3,26,17,13,10,6,24,8,7,0,0,30,0.4621,0.5379,0,5,7,0,0,2,0,2,0,0,0,1,2,0,1,1,1,1,1,1,1.45,g
5,17,17,7,13,18,4,11,18,3,30,5,8,1,7,6,8,1,4,1,0.2687,0,0.7312,3,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1.6,e
