@relation ProteinFoldsDicots

@attribute pcvA             NUMERIC
@attribute pcvR             NUMERIC
@attribute pcvN             NUMERIC
@attribute pcvD             NUMERIC
@attribute pcvC             NUMERIC
@attribute pcvQ             NUMERIC
@attribute pcvE             NUMERIC
@attribute pcvG             NUMERIC
@attribute pcvH             NUMERIC
@attribute pcvI             NUMERIC
@attribute pcvL             NUMERIC
@attribute pcvK             NUMERIC
@attribute pcvM             NUMERIC
@attribute pcvF             NUMERIC
@attribute pcvP             NUMERIC
@attribute pcvS             NUMERIC
@attribute pcvT             NUMERIC
@attribute pcvW             NUMERIC
@attribute pcvY             NUMERIC
@attribute pcvV             NUMERIC
@attribute sscC             NUMERIC
@attribute sscE             NUMERIC
@attribute sscH             NUMERIC
@attribute dssC             NUMERIC
@attribute dssE             NUMERIC
@attribute dssH             NUMERIC
@attribute adssCCC          NUMERIC
@attribute adssCCE          NUMERIC
@attribute adssCCH          NUMERIC
@attribute adssCEC          NUMERIC
@attribute adssCEE          NUMERIC
@attribute adssCEH          NUMERIC
@attribute adssCHC          NUMERIC
@attribute adssCHE          NUMERIC
@attribute adssCHH          NUMERIC
@attribute adssECC          NUMERIC
@attribute adssECE          NUMERIC
@attribute adssECH          NUMERIC
@attribute adssEEC          NUMERIC
@attribute adssEEE          NUMERIC
@attribute adssEEH          NUMERIC
@attribute adssEHC          NUMERIC
@attribute adssEHE          NUMERIC
@attribute adssEHH          NUMERIC
@attribute adssHCC          NUMERIC
@attribute adssHCE          NUMERIC
@attribute adssHCH          NUMERIC
@attribute adssHEC          NUMERIC
@attribute adssHEE          NUMERIC
@attribute adssHEH          NUMERIC
@attribute adssHHC          NUMERIC
@attribute adssHHE          NUMERIC
@attribute adssHHH          NUMERIC
@attribute phyAthaliana     NUMERIC
@attribute phyCpapaya       NUMERIC
@attribute phyCsativus      NUMERIC
@attribute phyGmax          NUMERIC
@attribute phyLjaponicus    NUMERIC
@attribute phyMesculenta    NUMERIC
@attribute phyMtrunculata   NUMERIC
@attribute phyMguttatus     NUMERIC
@attribute phyPtrichocarpa  NUMERIC
@attribute phyPpersica      NUMERIC
@attribute phyRcommunis     NUMERIC
@attribute phySlycoparsicum NUMERIC
@attribute length           NUMERIC
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
12.0000,7.0000,10.0000,10.0000,4.0000,8.0000,9.0000,0.0000,0.0000,11.0000,7.0000,8.0000,2.0000,8.0000,28.0000,13.0000,2.0000,1.0000,4.0000,26.0000,0.3718,0.2564,0.3718,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.78,z
8.0000,0.0000,5.0000,7.0000,21.0000,12.0000,11.0000,15.0000,5.0000,22.0000,8.0000,0.0000,10.0000,7.0000,17.0000,8.0000,5.0000,0.0000,17.0000,30.0000,0.5172,0.2241,0.2586,4,4,2,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.16,z
6.0000,23.0000,20.0000,13.0000,0.0000,10.0000,12.0000,2.0000,10.0000,21.0000,7.0000,13.0000,26.0000,8.0000,4.0000,4.0000,7.0000,0.0000,2.0000,10.0000,0.4575,0.1085,0.4340,10,5,13,0,0,1,1,0,1,2,3,2,0,0,2,0,0,0,3,0,0,1,2,4,1,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.41,t
7.0000,23.0000,8.0000,8.0000,11.0000,17.0000,12.0000,9.0000,23.0000,9.0000,18.0000,5.0000,12.0000,12.0000,12.0000,16.0000,8.0000,9.0000,9.0000,7.0000,0.2968,0.0000,0.7032,4,0,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,e
8.0000,11.0000,16.0000,17.0000,24.0000,8.0000,12.0000,5.0000,16.0000,7.0000,4.0000,11.0000,1.0000,9.0000,8.0000,8.0000,9.0000,2.0000,16.0000,8.0000,0.4651,0.5349,0.0000,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-
11.0000,1.0000,28.0000,25.0000,30.0000,5.0000,23.0000,12.0000,0.0000,0.0000,1.0000,8.0000,4.0000,0.0000,8.0000,8.0000,11.0000,0.0000,0.0000,0.0000,0.7174,0.2826,0.0000,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,-
2.0000,0.0000,7.0000,2.0000,36.0000,3.0000,6.0000,22.0000,1.0000,6.0000,2.0000,3.0000,1.0000,4.0000,15.0000,10.0000,23.0000,11.0000,7.0000,8.0000,0.6429,0.3571,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,-
12.0000,11.0000,4.0000,5.0000,5.0000,18.0000,11.0000,12.0000,4.0000,7.0000,4.0000,2.0000,3.0000,2.0000,47.0000,13.0000,11.0000,7.0000,4.0000,19.0000,0.5978,0.4022,0.0000,3,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,g
1.0000,17.0000,6.0000,6.0000,20.0000,12.0000,17.0000,0.0000,8.0000,7.0000,7.0000,17.0000,3.0000,8.0000,26.0000,15.0000,3.0000,9.0000,4.0000,8.0000,0.6733,0.3267,0.0000,5,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,g
2.0000,13.0000,14.0000,13.0000,3.0000,5.0000,11.0000,8.0000,7.0000,8.0000,14.0000,12.0000,7.0000,2.0000,39.0000,11.0000,8.0000,12.0000,4.0000,17.0000,0.5631,0.4369,0.0000,6,6,0,0,0,0,4,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,g
4.0000,12.0000,7.0000,19.0000,17.0000,10.0000,17.0000,13.0000,40.0000,13.0000,15.0000,5.0000,7.0000,13.0000,3.0000,6.0000,13.0000,10.0000,8.0000,12.0000,0.6432,0.3216,0.0352,9,8,0,0,2,0,5,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,m
17.0000,8.0000,13.0000,16.0000,0.0000,9.0000,9.0000,2.0000,5.0000,0.0000,2.0000,8.0000,0.0000,17.0000,33.0000,19.0000,7.0000,5.0000,15.0000,3.0000,0.6043,0.1115,0.2842,10,2,5,1,1,2,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,r
22.0000,11.0000,10.0000,0.0000,10.0000,2.0000,8.0000,29.0000,0.0000,23.0000,9.0000,14.0000,0.0000,6.0000,0.0000,13.0000,18.0000,0.0000,6.0000,28.0000,0.4495,0.1394,0.4111,9,6,7,0,0,1,3,0,0,4,0,0,1,0,1,0,0,0,1,2,0,0,3,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.87,s
11.0000,9.0000,11.0000,15.0000,7.0000,13.0000,14.0000,1.0000,4.0000,5.0000,11.0000,9.0000,6.0000,18.0000,35.0000,7.0000,9.0000,3.0000,17.0000,9.0000,0.6571,0.3429,0.0000,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70,k
9.0000,19.0000,3.0000,10.0000,0.0000,15.0000,7.0000,9.0000,2.0000,15.0000,24.0000,5.0000,5.0000,8.0000,45.0000,3.0000,9.0000,0.0000,7.0000,6.0000,0.5571,0.4071,0.0357,6,6,0,0,1,0,2,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1.40,h
9.0000,9.0000,17.0000,13.0000,8.0000,11.0000,10.0000,4.0000,16.0000,8.0000,10.0000,7.0000,11.0000,19.0000,25.0000,20.0000,13.0000,11.0000,12.0000,15.0000,0.6019,0.3981,0.0000,5,5,0,0,1,0,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,g
2.0000,1.0000,19.0000,15.0000,10.0000,4.0000,13.0000,5.0000,11.0000,23.0000,7.0000,6.0000,10.0000,21.0000,15.0000,7.0000,10.0000,0.0000,6.0000,23.0000,0.6176,0.3431,0.0392,4,5,0,0,0,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,g
3.0000,2.0000,16.0000,13.0000,33.0000,12.0000,17.0000,16.0000,4.0000,16.0000,2.0000,4.0000,4.0000,3.0000,9.0000,14.0000,13.0000,0.0000,7.0000,6.0000,0.7209,0.2791,0.0000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-
9.0000,13.0000,15.0000,19.0000,1.0000,14.0000,19.0000,10.0000,11.0000,14.0000,15.0000,9.0000,3.0000,11.0000,4.0000,2.0000,8.0000,1.0000,11.0000,18.0000,0.4814,0.0828,0.4359,22,5,22,0,0,3,3,0,1,10,1,3,1,1,1,0,0,0,1,0,1,2,3,11,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.25,p
2.0000,0.0000,12.0000,24.0000,44.0000,11.0000,10.0000,23.0000,15.0000,1.0000,7.0000,1.0000,3.0000,1.0000,23.0000,14.0000,4.0000,12.0000,2.0000,4.0000,0.9832,0.0168,0.0000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,-
2.0000,12.0000,14.0000,10.0000,44.0000,7.0000,12.0000,17.0000,14.0000,1.0000,0.0000,13.0000,0.0000,0.0000,23.0000,14.0000,7.0000,13.0000,6.0000,1.0000,0.9487,0.0513,0.0000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,-
5.0000,11.0000,13.0000,17.0000,25.0000,6.0000,13.0000,10.0000,12.0000,8.0000,15.0000,3.0000,16.0000,10.0000,24.0000,12.0000,4.0000,12.0000,5.0000,6.0000,0.4040,0.0000,0.5960,5,0,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,e
11.0000,23.0000,6.0000,7.0000,8.0000,20.0000,6.0000,7.0000,3.0000,16.0000,5.0000,32.0000,20.0000,13.0000,8.0000,4.0000,3.0000,1.0000,5.0000,16.0000,0.4428,0.4925,0.0647,7,9,1,0,0,1,3,2,0,0,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,g
9.0000,3.0000,12.0000,20.0000,0.0000,21.0000,15.0000,1.0000,8.0000,8.0000,11.0000,6.0000,9.0000,9.0000,31.0000,24.0000,6.0000,8.0000,0.0000,6.0000,0.5733,0.4267,0.0000,6,8,0,0,0,0,2,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1.50,g
6.0000,3.0000,7.0000,13.0000,0.0000,27.0000,14.0000,5.0000,6.0000,10.0000,5.0000,11.0000,9.0000,1.0000,7.0000,16.0000,23.0000,2.0000,0.0000,24.0000,0.4870,0.5130,0.0000,4,7,0,0,0,0,1,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,g
15.0000,9.0000,14.0000,20.0000,15.0000,6.0000,21.0000,4.0000,6.0000,18.0000,12.0000,8.0000,5.0000,7.0000,10.0000,16.0000,21.0000,1.0000,10.0000,20.0000,0.3143,0.3333,0.3524,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.05,z
10.0000,1.0000,1.0000,2.0000,36.0000,4.0000,6.0000,8.0000,0.0000,14.0000,12.0000,7.0000,8.0000,2.0000,8.0000,14.0000,12.0000,10.0000,5.0000,14.0000,0.4483,0.4483,0.1034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,-
4.0000,5.0000,20.0000,12.0000,1.0000,17.0000,19.0000,8.0000,3.0000,12.0000,5.0000,2.0000,7.0000,4.0000,31.0000,17.0000,12.0000,1.0000,4.0000,31.0000,0.4423,0.5577,0.0000,2,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,g
6.0000,16.0000,6.0000,16.0000,30.0000,16.0000,12.0000,14.0000,6.0000,3.0000,1.0000,17.0000,1.0000,9.0000,1.0000,11.0000,3.0000,6.0000,21.0000,4.0000,0.3902,0.2195,0.3902,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,-
5.0000,14.0000,8.0000,17.0000,3.0000,11.0000,12.0000,17.0000,4.0000,20.0000,9.0000,5.0000,16.0000,11.0000,12.0000,9.0000,2.0000,15.0000,18.0000,21.0000,0.5304,0.3130,0.1565,5,5,1,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,k
12.0000,16.0000,1.0000,9.0000,0.0000,4.0000,6.0000,31.0000,5.0000,16.0000,9.0000,10.0000,10.0000,8.0000,5.0000,5.0000,5.0000,1.0000,6.0000,20.0000,0.5015,0.1429,0.3556,9,5,8,0,0,1,0,1,0,5,1,0,0,1,2,1,0,0,0,1,0,1,0,4,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.29,q
8.0000,7.0000,17.0000,14.0000,16.0000,10.0000,11.0000,11.0000,10.0000,14.0000,5.0000,14.0000,2.0000,7.0000,22.0000,13.0000,13.0000,5.0000,6.0000,26.0000,0.4496,0.5504,0.0000,4,8,0,0,0,0,2,2,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,g
1.0000,4.0000,5.0000,8.0000,1.0000,3.0000,6.0000,24.0000,2.0000,18.0000,14.0000,10.0000,7.0000,3.0000,1.0000,7.0000,18.0000,1.0000,8.0000,18.0000,0.5833,0.1198,0.2969,13,4,9,1,0,2,1,0,1,5,1,1,1,0,1,0,0,0,0,1,0,0,2,4,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.84,p
10.0000,2.0000,4.0000,31.0000,7.0000,4.0000,5.0000,18.0000,23.0000,9.0000,7.0000,0.0000,26.0000,11.0000,13.0000,7.0000,22.0000,0.0000,1.0000,13.0000,0.5046,0.1246,0.3708,9,4,9,0,0,1,1,0,0,1,3,2,0,1,2,0,0,0,1,0,0,1,0,2,2,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.29,p
22.0000,26.0000,6.0000,0.0000,0.0000,8.0000,0.0000,15.0000,0.0000,12.0000,2.0000,6.0000,11.0000,0.0000,32.0000,16.0000,14.0000,1.0000,1.0000,18.0000,0.5622,0.3825,0.0553,10,8,1,0,2,0,5,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,i
14.0000,2.0000,7.0000,17.0000,4.0000,7.0000,31.0000,7.0000,3.0000,6.0000,2.0000,8.0000,1.0000,5.0000,37.0000,5.0000,10.0000,5.0000,22.0000,8.0000,0.6838,0.2222,0.0940,5,3,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,k
21.0000,10.0000,1.0000,5.0000,13.0000,7.0000,2.0000,28.0000,8.0000,29.0000,4.0000,13.0000,2.0000,3.0000,0.0000,10.0000,13.0000,1.0000,14.0000,31.0000,0.4727,0.2545,0.2727,7,6,6,0,0,1,1,0,2,1,0,0,1,0,0,0,0,1,2,1,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.75,q
13.0000,21.0000,5.0000,14.0000,2.0000,13.0000,22.0000,16.0000,9.0000,16.0000,13.0000,6.0000,4.0000,23.0000,8.0000,4.0000,12.0000,2.0000,9.0000,14.0000,0.3492,0.0000,0.6508,5,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1.26,a
14.0000,6.0000,12.0000,18.0000,14.0000,5.0000,15.0000,1.0000,3.0000,22.0000,20.0000,14.0000,21.0000,4.0000,10.0000,3.0000,9.0000,1.0000,20.0000,20.0000,0.4658,0.2603,0.2740,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,z
3.0000,23.0000,5.0000,5.0000,2.0000,9.0000,14.0000,4.0000,9.0000,14.0000,12.0000,15.0000,16.0000,2.0000,14.0000,5.0000,23.0000,1.0000,7.0000,16.0000,0.3333,0.0909,0.5758,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.66,c
12.0000,6.0000,1.0000,8.0000,22.0000,0.0000,4.0000,8.0000,0.0000,12.0000,8.0000,5.0000,15.0000,8.0000,32.0000,1.0000,1.0000,24.0000,5.0000,23.0000,0.3333,0.2738,0.3929,2,3,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,u
24.0000,16.0000,9.0000,0.0000,8.0000,7.0000,0.0000,12.0000,4.0000,14.0000,15.0000,9.0000,5.0000,14.0000,15.0000,16.0000,15.0000,16.0000,19.0000,8.0000,0.4730,0.1486,0.3784,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,u
3.0000,12.0000,23.0000,0.0000,3.0000,0.0000,0.0000,26.0000,3.0000,21.0000,23.0000,8.0000,16.0000,6.0000,15.0000,8.0000,5.0000,1.0000,0.0000,25.0000,0.4542,0.1153,0.4305,12,4,10,0,0,2,3,0,0,6,1,0,0,0,3,0,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.95,t
13.0000,13.0000,1.0000,2.0000,3.0000,6.0000,9.0000,13.0000,4.0000,13.0000,2.0000,13.0000,6.0000,15.0000,6.0000,6.0000,22.0000,20.0000,12.0000,16.0000,0.5432,0.2963,0.1605,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.81,y
6.0000,6.0000,12.0000,10.0000,36.0000,4.0000,9.0000,20.0000,5.0000,2.0000,1.0000,13.0000,0.0000,10.0000,15.0000,8.0000,5.0000,1.0000,9.0000,4.0000,0.8125,0.1875,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,-
3.0000,7.0000,2.0000,6.0000,11.0000,45.0000,25.0000,11.0000,0.0000,1.0000,12.0000,1.0000,10.0000,5.0000,20.0000,10.0000,12.0000,9.0000,8.0000,19.0000,0.5714,0.4286,0.0000,5,5,0,1,1,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,g
3.0000,6.0000,5.0000,8.0000,8.0000,10.0000,23.0000,12.0000,6.0000,5.0000,9.0000,20.0000,2.0000,26.0000,17.0000,7.0000,10.0000,21.0000,18.0000,14.0000,0.4519,0.5481,0.0000,2,7,0,0,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,i
18.0000,5.0000,12.0000,11.0000,0.0000,14.0000,17.0000,5.0000,1.0000,12.0000,8.0000,12.0000,10.0000,7.0000,3.0000,7.0000,12.0000,6.0000,2.0000,11.0000,0.2524,0.0000,0.7476,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,d
16.0000,13.0000,2.0000,1.0000,24.0000,10.0000,8.0000,5.0000,4.0000,16.0000,2.0000,16.0000,21.0000,13.0000,21.0000,5.0000,17.0000,11.0000,19.0000,11.0000,0.4658,0.2466,0.2877,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.73,u
11.0000,8.0000,6.0000,9.0000,0.0000,17.0000,17.0000,2.0000,4.0000,15.0000,14.0000,11.0000,5.0000,7.0000,37.0000,5.0000,1.0000,5.0000,2.0000,7.0000,0.5818,0.0000,0.4182,4,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,b
15.0000,19.0000,10.0000,24.0000,0.0000,21.0000,19.0000,7.0000,1.0000,4.0000,13.0000,25.0000,5.0000,15.0000,8.0000,11.0000,8.0000,11.0000,11.0000,1.0000,0.7673,0.0000,0.2327,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,b
17.0000,27.0000,13.0000,3.0000,2.0000,8.0000,3.0000,14.0000,7.0000,18.0000,21.0000,20.0000,5.0000,11.0000,0.0000,17.0000,2.0000,2.0000,6.0000,19.0000,0.4765,0.1235,0.4000,5,3,5,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.70,r
2.0000,10.0000,16.0000,25.0000,2.0000,10.0000,16.0000,8.0000,11.0000,21.0000,23.0000,12.0000,6.0000,18.0000,5.0000,12.0000,6.0000,9.0000,14.0000,17.0000,0.4026,0.3377,0.2597,3,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.77,z
8.0000,16.0000,12.0000,13.0000,13.0000,4.0000,7.0000,25.0000,12.0000,18.0000,12.0000,4.0000,18.0000,20.0000,7.0000,21.0000,13.0000,8.0000,14.0000,4.0000,0.5652,0.1413,0.2935,13,4,6,0,1,3,2,0,0,4,2,0,1,1,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.76,p
8.0000,19.0000,7.0000,15.0000,0.0000,0.0000,2.0000,9.0000,19.0000,20.0000,27.0000,7.0000,14.0000,12.0000,9.0000,18.0000,12.0000,12.0000,16.0000,13.0000,0.5540,0.0682,0.3778,12,2,10,0,0,2,0,0,0,7,2,0,1,0,0,0,0,0,1,0,0,1,0,6,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.52,p
10.0000,10.0000,12.0000,26.0000,8.0000,10.0000,4.0000,6.0000,0.0000,24.0000,14.0000,27.0000,9.0000,6.0000,0.0000,6.0000,4.0000,2.0000,17.0000,17.0000,0.4807,0.2210,0.2983,6,5,5,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.81,s
6.0000,12.0000,10.0000,13.0000,0.0000,9.0000,15.0000,27.0000,4.0000,19.0000,10.0000,26.0000,15.0000,15.0000,4.0000,7.0000,4.0000,1.0000,5.0000,15.0000,0.4556,0.1278,0.4167,4,3,6,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1.80,s
8.0000,7.0000,2.0000,7.0000,11.0000,7.0000,1.0000,7.0000,0.0000,11.0000,9.0000,1.0000,9.0000,4.0000,8.0000,28.0000,23.0000,5.0000,2.0000,14.0000,0.5478,0.4522,0.0000,5,7,0,0,0,0,3,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,g
23.0000,17.0000,6.0000,14.0000,0.0000,10.0000,9.0000,19.0000,5.0000,13.0000,16.0000,11.0000,3.0000,12.0000,15.0000,5.0000,2.0000,11.0000,15.0000,15.0000,0.4759,0.1325,0.3916,6,3,6,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1.66,s
4.0000,8.0000,7.0000,10.0000,1.0000,2.0000,2.0000,21.0000,24.0000,12.0000,17.0000,1.0000,10.0000,19.0000,13.0000,12.0000,16.0000,17.0000,16.0000,6.0000,0.4515,0.1357,0.4127,9,4,11,0,0,2,0,0,0,2,2,2,0,0,3,0,0,0,0,0,1,2,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3.61,p
4.0000,1.0000,13.0000,21.0000,48.0000,13.0000,11.0000,22.0000,11.0000,1.0000,7.0000,3.0000,4.0000,2.0000,21.0000,14.0000,5.0000,12.0000,3.0000,3.0000,0.9398,0.0602,0.0000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,-
11.0000,11.0000,9.0000,7.0000,7.0000,3.0000,1.0000,20.0000,12.0000,17.0000,25.0000,14.0000,9.0000,20.0000,12.0000,17.0000,18.0000,1.0000,15.0000,11.0000,0.4615,0.1779,0.3606,7,5,5,0,1,0,1,0,2,3,0,0,0,0,3,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.08,t
