@relation ProteinFoldsDicotsFeatSelect

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEE numeric
@attribute adssCHH numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssHCH numeric
@attribute phyCsativus numeric
@attribute phyGmax numeric
@attribute phyLjaponicus numeric
@attribute phyPpersica numeric
@attribute phyRcommunis numeric
@attribute phySlycoparsicum numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
3,7,7,17,27,4,17,20,7,7,5,8,0,20,17,7,9,12,20,8,0.6686,0.1391,0.1923,13,7,4,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3.38,w
8,10,14,20,0,26,21,6,8,5,14,16,9,12,8,10,10,28,8,13,0.0625,0,0.9375,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,d
7,4,14,8,8,15,13,0,15,12,12,4,7,5,9,9,15,8,14,8,0.3689,0.2913,0.3398,2,5,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.03,l
3,5,14,17,2,6,20,13,2,4,11,21,16,21,3,12,6,14,18,7,0.313,0.5725,0.1145,0,10,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.31,o
15,1,11,19,3,19,23,8,12,12,7,20,14,8,0,10,6,8,3,14,0.3429,0.2952,0.3619,2,4,3,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1.05,u
0,9,2,16,0,13,26,7,2,18,17,18,10,1,11,8,10,17,0,21,0.4643,0,0.5357,3,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0.56,c
14,11,9,11,2,9,25,7,17,15,7,9,5,10,9,8,11,14,8,5,0.2653,0,0.7347,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.49,c
15,5,13,24,13,38,19,0,10,11,7,6,7,13,21,7,5,0,3,14,0.4699,0.4518,0.0783,5,8,1,0,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,1.66,o
7,20,16,6,9,13,3,16,6,12,3,18,1,20,21,4,6,16,34,14,0.5552,0.1345,0.3103,10,5,7,0,0,2,0,0,0,5,0,0,0,0,1,1,1,1,1,2.9,p
10,9,13,10,10,1,16,11,2,18,2,8,4,10,40,16,1,14,4,13,0.5909,0.4091,0,7,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1.1,g
2,21,8,13,2,6,13,22,7,8,13,6,16,36,12,7,4,11,13,15,0.4167,0.1535,0.4298,5,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.28,p
15,14,9,8,0,4,6,8,1,26,11,15,5,5,8,7,11,0,0,19,0.4792,0.125,0.3958,3,3,5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.44,z
9,10,0,0,3,15,2,28,1,18,6,19,8,7,0,11,21,1,9,7,0.4567,0.1453,0.3979,11,5,9,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2.89,t
9,15,12,11,28,16,13,1,9,8,9,18,16,2,9,14,16,23,2,15,0.6341,0.1646,0.2012,11,6,6,1,2,1,0,0,1,1,0,0,1,0,0,0,0,1,0,3.28,x
6,8,33,13,6,9,14,0,7,17,15,12,15,3,30,6,12,0,11,12,0.5053,0.2526,0.2421,5,3,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0.95,z
19,6,7,25,0,10,11,0,9,9,12,7,10,6,35,4,7,3,1,19,0.6067,0.3533,0.04,4,7,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,1,0,1.5,h
5,15,5,25,0,9,10,1,3,23,9,6,22,4,8,13,6,23,0,25,0.3629,0.1613,0.4758,2,3,5,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.24,r
17,8,15,7,0,17,14,16,6,14,10,11,2,0,11,1,8,2,0,19,0.5106,0.1799,0.3095,16,11,13,0,1,2,1,2,2,3,1,0,2,0,0,0,0,1,0,5.17,x
4,11,6,12,40,8,11,18,2,4,2,24,1,4,6,4,8,14,9,3,0.7083,0.2083,0.0833,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,-
4,2,9,19,1,11,25,18,5,20,11,23,5,5,8,6,7,17,10,14,0.4324,0.1649,0.4027,10,8,12,0,1,0,1,3,2,2,1,0,4,0,0,0,0,0,0,3.7,x
2,12,12,16,0,18,19,6,17,16,18,22,9,17,10,11,16,11,22,7,0.4312,0,0.5688,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.09,g
6,2,11,8,0,9,7,3,1,8,15,15,26,19,36,17,20,0,3,6,0.6325,0.08,0.2875,13,4,7,1,0,3,0,0,0,2,0,0,1,1,1,1,1,1,1,4,p
3,21,17,18,6,18,14,9,25,11,10,15,1,14,7,6,9,5,29,18,0.4691,0.2716,0.2593,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,z
21,7,0,3,4,11,5,35,13,18,21,4,20,1,9,7,13,0,0,17,0.4978,0.2597,0.2424,7,5,4,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,2.31,q
27,5,5,6,0,6,5,14,1,9,6,8,1,16,17,15,18,13,15,9,0.4766,0.1495,0.3738,10,5,9,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,3.21,x
19,18,11,5,0,15,10,0,12,14,16,11,7,4,7,10,10,13,6,5,0.5138,0.2477,0.2385,3,3,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1.09,x
7,5,8,3,0,10,11,10,1,12,14,19,11,8,0,7,20,2,11,8,0.3036,0.3393,0.3571,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,y
16,18,7,13,0,14,19,0,12,22,13,24,10,0,5,3,6,10,3,15,0.4598,0.1034,0.4368,9,2,11,0,0,1,0,1,0,1,0,0,4,1,1,1,1,1,1,2.61,p
16,4,3,3,4,16,22,7,0,12,8,14,9,3,9,5,15,0,9,19,0.4171,0.1543,0.4286,5,3,6,0,0,0,0,2,1,1,0,0,1,1,1,1,1,1,1,1.75,p
10,18,8,18,2,16,17,7,8,4,7,13,10,13,17,10,2,4,32,7,0.7595,0.2025,0.038,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,k
12,4,14,14,2,3,13,22,3,9,11,9,22,16,13,5,11,2,7,23,0.5657,0.3939,0.0404,3,5,0,0,0,0,2,0,2,0,2,0,0,1,1,1,1,1,1,0.99,h
9,2,11,22,0,6,24,22,7,5,6,6,18,13,12,5,11,1,9,19,0.5285,0.3252,0.1463,5,5,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1.23,h
5,9,4,8,10,10,18,21,0,6,9,15,7,16,8,9,6,0,4,3,0.5278,0,0.4722,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,n
4,12,17,6,2,13,8,9,29,9,6,9,6,13,11,7,12,31,12,7,0.6749,0.1067,0.2184,13,6,6,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,4.03,p
13,6,12,9,0,7,4,6,17,6,3,7,3,7,8,11,26,4,24,8,0.5455,0.2909,0.1636,5,5,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1.1,l
5,4,8,7,0,2,4,0,3,22,14,10,18,3,16,8,11,2,7,27,0.5182,0.2273,0.2545,3,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.1,l
3,7,7,6,0,11,10,5,11,13,21,17,11,10,8,4,13,3,12,9,0.4184,0.1224,0.4592,4,2,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.98,l
4,23,6,9,0,11,11,6,2,12,7,22,11,8,5,11,2,14,15,11,0.6812,0.3188,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.69,k
9,8,24,21,24,3,8,13,12,8,4,18,5,8,13,5,2,14,24,15,0.6562,0.2188,0.125,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,-
13,10,9,17,0,9,22,15,14,16,2,11,2,9,8,4,20,2,7,22,0.5849,0.2453,0.1698,4,2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.06,y
7,17,7,5,1,8,17,9,12,7,9,14,3,23,7,15,20,14,29,10,0.6491,0.2386,0.1123,12,8,2,0,0,1,0,0,7,1,0,0,0,1,1,1,1,1,1,2.85,l
7,19,0,6,4,18,9,14,20,7,17,16,10,11,10,1,19,6,17,11,0.4384,0.1849,0.3767,4,3,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.46,s
3,11,19,9,9,14,13,4,16,26,15,15,9,4,4,3,13,0,3,10,0.3798,0,0.6202,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.29,e
3,9,15,14,2,24,16,14,2,5,17,31,5,0,7,16,9,0,0,3,0.4179,0,0.5821,7,0,10,0,0,0,0,3,0,0,0,0,6,1,1,1,1,1,1,2.01,f
10,30,2,11,0,12,14,20,7,11,11,21,8,0,13,7,3,3,2,10,0.3023,0,0.6977,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.43,c
6,6,24,17,0,13,18,4,18,11,10,20,6,12,7,15,6,0,15,2,0.2521,0,0.7479,2,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.19,e
0,25,7,14,0,8,5,7,4,15,0,26,10,0,0,8,16,0,7,34,0.4444,0.5556,0,2,5,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,1,1,0.81,l
4,16,5,17,0,15,22,0,15,19,12,5,23,7,12,5,4,0,14,22,0.4554,0.2871,0.2574,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01,z
1,5,4,22,2,12,20,14,4,4,12,6,10,1,17,14,11,14,2,5,0.6382,0.3618,0,7,6,0,0,1,0,1,0,3,0,1,0,0,1,1,1,1,1,1,1.52,g
38,1,3,26,12,8,14,6,1,16,16,12,13,9,0,11,8,0,0,8,0.4404,0,0.5596,6,0,6,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1.09,f
7,9,15,19,0,13,15,8,7,6,11,9,16,23,9,17,17,1,14,14,0.4657,0.4951,0.0392,8,11,1,1,2,0,3,0,3,0,2,3,0,0,0,0,0,0,0,2.04,j
0,12,10,17,0,12,18,0,0,8,16,9,3,15,10,8,13,2,24,9,0.4613,0.1484,0.3903,9,6,11,0,0,1,0,2,0,1,0,0,4,0,0,0,0,1,0,3.1,x
4,6,12,9,10,18,4,22,4,19,10,14,4,7,0,7,16,0,3,16,0.4016,0.2541,0.3443,3,3,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.22,s
0,2,0,3,20,3,6,23,17,27,6,7,13,2,24,1,6,0,7,13,0.512,0.1627,0.3253,6,4,5,0,1,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1.66,r
28,2,1,11,9,10,20,19,2,10,6,10,2,7,8,5,6,0,6,19,0.4405,0.2976,0.2619,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.84,r
5,21,9,2,30,9,5,12,1,13,21,13,13,4,0,12,6,0,1,9,0.5484,0.2903,0.1613,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,-
12,8,8,20,17,25,28,10,3,5,10,5,6,16,17,4,5,3,14,7,0.6207,0.3793,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.58,k
12,7,6,28,0,2,11,4,8,11,14,1,10,23,3,12,10,3,27,16,0.5763,0.4237,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.59,k
13,8,9,16,14,21,17,3,2,8,8,8,11,9,25,6,7,0,16,15,0.629,0.371,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.62,k
6,5,8,3,14,14,6,26,7,25,17,18,31,7,15,9,9,0,3,18,0.5149,0.4851,0,6,8,0,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,1.34,j
4,14,4,11,0,14,22,6,1,13,5,30,4,9,0,6,8,3,9,14,0.3548,0.371,0.2742,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.62,k
17,10,17,12,2,8,8,12,3,13,6,9,0,10,11,26,7,0,16,14,0.5567,0.2474,0.1959,5,3,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0.97,z
10,4,21,25,23,3,16,10,23,0,0,10,0,0,14,24,16,9,5,2,0.8902,0.0732,0.0366,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.82,-
2,10,11,7,9,20,23,1,0,21,7,12,11,11,8,20,11,0,18,17,0.4202,0,0.5798,4,0,4,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1.19,t
7,9,4,18,11,4,5,16,18,14,16,10,9,22,15,3,12,6,19,15,0.5409,0.0912,0.3679,11,4,10,0,0,1,0,1,0,3,0,0,4,0,0,0,0,0,0,3.18,w
31,4,6,14,0,5,3,17,4,8,7,0,1,6,48,16,7,15,7,8,0.6341,0.0915,0.2744,13,2,7,1,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,3.17,w
7,14,12,20,0,11,18,4,3,15,15,8,1,10,18,17,23,3,1,17,0.4889,0.5111,0,6,6,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0.9,g
3,12,14,7,0,17,17,10,18,15,13,18,19,8,13,18,17,4,4,9,0.4754,0.1541,0.3705,11,8,9,0,0,0,1,1,1,4,1,0,2,0,0,0,0,0,0,3.05,w
30,7,8,18,2,22,14,0,9,11,16,5,10,19,3,24,16,5,27,10,0.5093,0.1896,0.3011,8,6,6,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2.69,w
5,7,17,18,0,6,12,16,5,20,16,6,3,5,17,9,10,2,21,27,0.6279,0.3721,0,10,9,0,1,1,0,1,0,6,0,0,0,0,0,1,1,1,0,1,1.72,m
14,12,10,10,10,3,13,7,3,16,0,13,6,5,13,13,21,1,10,15,0.5584,0.4416,0,5,8,0,0,0,0,3,0,3,0,3,1,0,0,0,0,0,0,0,1.54,g
7,16,3,5,0,17,22,1,11,17,14,18,6,8,34,8,14,0,0,19,0.43,0.57,0,3,6,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,1,g
1,12,22,9,11,8,8,23,0,8,3,28,8,22,0,10,8,15,2,10,0.5061,0.1184,0.3755,8,3,6,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,2.45,p
15,7,1,0,5,4,2,23,13,11,14,9,7,2,10,18,15,4,9,7,0.4813,0.3102,0.2086,4,5,3,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1.87,q
5,8,26,19,1,4,6,19,10,13,0,15,5,7,5,14,26,3,19,8,0.6098,0.2683,0.122,5,4,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.23,l
5,7,22,17,0,4,10,6,2,13,13,7,11,6,0,16,12,1,3,10,0.6761,0.2676,0.0563,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,y
1,5,1,4,0,11,14,6,0,19,16,11,13,6,7,8,21,1,3,17,0.5132,0.3289,0.1579,2,4,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.76,y
7,1,2,0,9,5,6,28,11,18,13,3,20,3,0,8,17,0,9,19,0.4882,0.1183,0.3935,11,3,10,0,0,2,0,1,0,2,0,0,4,1,1,1,1,1,1,3.38,s
16,5,6,9,3,9,10,5,0,15,0,16,5,17,23,17,19,8,1,19,0.4039,0.0985,0.4975,6,2,9,0,0,0,0,2,0,1,0,0,4,1,1,1,1,1,1,2.03,t
5,8,2,13,0,4,10,6,24,5,6,8,3,0,31,8,17,0,5,9,0.4624,0.5376,0,4,7,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0.93,g
3,10,10,2,0,19,15,6,8,12,5,14,8,6,36,8,7,1,6,22,0.4747,0.5253,0,3,7,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0.99,g
10,13,26,21,0,42,11,1,6,7,17,8,10,8,0,15,11,0,1,8,0.1575,0,0.8425,2,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.46,d
11,13,6,11,0,28,8,13,10,8,8,13,4,9,29,6,3,1,0,12,0.5586,0.168,0.2734,12,5,6,0,0,1,0,1,2,3,0,0,1,1,1,1,1,1,1,2.56,w
6,9,18,24,12,9,16,0,5,7,7,6,4,9,14,10,9,6,35,17,0.4902,0.183,0.3268,6,3,4,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1.53,w
15,17,15,5,4,19,18,8,2,8,8,24,15,21,0,6,3,0,10,7,0.3694,0.1343,0.4963,5,3,11,0,0,0,0,2,0,2,0,0,3,1,1,1,1,1,1,2.68,p
7,0,28,15,3,8,3,23,0,1,3,3,8,21,2,19,19,25,39,5,0.4541,0.4973,0.0486,6,12,1,0,0,0,3,0,4,1,3,2,0,0,0,0,0,0,0,1.85,j
11,4,7,6,10,2,10,18,5,12,9,15,5,12,2,11,17,0,4,31,0.6067,0.3933,0,3,7,0,0,0,0,0,0,3,0,1,2,0,1,1,1,1,1,1,1.5,g
32,8,9,11,3,4,2,20,6,12,7,15,4,21,5,7,8,0,16,10,0.5303,0.1297,0.3401,11,6,8,0,0,1,0,0,0,6,0,0,1,1,1,1,1,1,1,3.47,p
23,6,17,17,0,18,18,3,2,6,14,26,30,7,0,12,8,2,6,6,0.1981,0,0.8019,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.06,d
17,10,1,1,0,5,5,34,1,16,14,15,21,0,18,14,3,0,0,7,0.5044,0.0619,0.4336,8,1,9,0,0,1,0,2,0,0,0,0,5,1,1,1,1,1,1,2.26,t
17,7,9,12,12,3,1,39,2,15,8,1,7,5,12,16,17,8,16,10,0.4747,0.4899,0.0354,6,11,1,0,0,0,4,0,5,0,4,1,0,0,0,0,0,0,0,1.98,n
6,7,17,14,1,12,21,8,16,28,10,25,15,1,2,8,12,0,0,14,0.53,0.37,0.1,5,6,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,z
11,3,11,15,2,9,8,8,13,2,8,5,12,30,6,22,16,17,14,4,0.5187,0.4813,0,8,13,0,0,0,0,4,0,7,0,4,1,0,1,1,1,1,1,1,2.14,j
11,13,10,24,7,8,20,6,0,17,8,10,19,12,8,11,24,0,7,12,0.5426,0.3798,0.0775,5,7,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,1.29,h
3,37,20,2,0,15,2,0,0,12,5,20,9,0,6,13,19,0,0,16,0.6694,0.2066,0.124,15,8,2,5,3,1,2,0,1,1,2,0,0,0,0,0,0,0,0,3.63,i
9,23,13,5,25,7,2,8,8,17,25,15,1,13,18,4,10,13,12,15,0.4118,0.4,0.1882,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.85,z
9,7,12,13,0,9,15,5,15,11,11,3,8,6,7,14,8,1,6,11,0.6174,0.2136,0.169,19,8,3,3,4,1,0,0,2,2,0,0,0,0,0,0,0,0,0,4.26,i
10,8,15,5,0,13,1,0,9,10,7,12,11,26,8,17,17,2,12,9,0.4686,0.5086,0.0229,8,9,0,0,1,0,2,0,5,0,1,0,0,0,0,0,0,0,0,1.75,i
2,4,20,10,0,9,10,22,6,9,6,5,4,17,0,9,18,2,15,9,0.7755,0.208,0.0164,17,10,1,3,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,5.48,i
12,2,4,0,30,24,0,34,5,4,1,2,0,2,11,7,26,23,11,6,0.8056,0.1944,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,-
25,9,2,16,0,34,15,6,0,13,6,17,20,12,11,7,2,4,9,11,0.2656,0,0.7344,2,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.28,d
22,3,0,0,0,8,2,24,0,20,31,7,21,0,1,7,3,0,0,15,0.5,0.1712,0.3288,6,3,3,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.46,s
7,9,7,8,30,17,11,1,0,7,3,14,2,8,8,16,15,12,5,10,0.5135,0.1892,0.2973,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,-
7,7,15,5,0,13,0,6,3,15,16,16,14,20,8,13,14,11,10,22,0.3579,0.2066,0.4354,3,8,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.71,x
17,3,20,8,19,4,6,8,5,11,3,13,6,12,13,17,14,13,20,18,0.5848,0.1869,0.2284,10,6,4,0,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,2.89,p
11,3,11,7,9,5,12,20,0,25,4,18,13,15,0,9,24,2,15,9,0.526,0.1561,0.3179,7,4,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.73,r
21,0,11,11,6,4,13,15,0,22,6,10,19,11,0,15,23,0,8,15,0.4558,0.1973,0.3469,4,4,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.47,r
14,3,2,4,0,20,23,6,2,18,15,19,13,9,11,16,16,9,0,15,0.2876,0,0.7124,2,0,6,0,0,0,0,2,0,0,0,0,2,1,1,1,1,1,1,1.53,a
8,18,5,5,1,7,3,17,6,24,31,2,12,6,16,1,4,13,16,10,0.4107,0.1607,0.4286,5,1,4,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1.12,u
19,5,8,12,0,10,15,15,0,14,12,12,5,0,1,10,12,12,1,16,0.2653,0,0.7347,2,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1.47,a
17,8,21,7,0,12,11,9,17,10,9,10,10,14,22,19,14,10,6,14,0.6893,0.3107,0,5,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.03,g
4,0,9,21,0,6,29,13,1,18,10,13,19,19,34,10,9,2,16,14,0.2212,0,0.7788,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.13,d
0,15,15,10,0,15,12,1,20,25,2,17,7,8,14,11,8,10,12,17,0.716,0.284,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.81,n
16,12,16,14,8,17,8,10,4,5,4,13,7,13,19,10,8,3,18,9,0.6056,0.3944,0,3,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.71,k
6,15,15,6,16,18,6,3,8,14,5,12,11,26,14,21,16,0,23,5,0.4903,0.5097,0,5,10,0,0,0,0,3,0,4,0,3,2,0,0,0,0,0,0,0,1.55,m
10,9,25,27,0,3,2,1,9,15,19,15,15,0,9,15,11,12,10,7,0.6382,0.2566,0.1053,6,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1.52,n
11,0,0,13,14,16,13,13,23,24,9,0,9,9,8,5,5,5,6,10,0.601,0.1076,0.2913,16,2,10,1,1,2,0,1,0,2,0,0,4,1,1,1,1,1,1,3.81,p
11,5,11,14,0,2,6,7,8,15,10,14,12,0,12,14,10,0,1,18,0.2685,0,0.7315,2,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1.49,a
19,1,3,16,0,9,9,26,0,16,7,6,7,5,14,5,11,5,8,18,0.436,0.1802,0.3837,13,6,11,0,0,2,0,2,1,3,0,0,3,0,0,1,0,1,0,3.44,x
16,0,4,7,0,4,1,14,2,13,4,2,1,2,18,23,28,0,1,20,0.4643,0.5357,0,5,7,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,1.12,g
15,1,20,32,11,3,15,17,2,5,2,10,7,7,4,8,15,0,1,16,0.7201,0.2799,0,12,7,0,2,4,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2.68,i
4,8,11,10,0,18,8,13,1,13,9,2,2,2,0,16,29,1,8,12,0.6426,0.3173,0.0402,10,10,1,0,1,0,2,0,5,1,2,0,0,0,0,0,0,0,0,2.49,i
6,6,11,14,8,5,3,13,10,7,2,4,2,16,27,11,18,5,12,11,0.5931,0.3377,0.0693,9,9,1,1,1,0,4,0,3,1,4,0,0,0,0,0,0,0,0,2.31,i
11,3,10,12,1,7,11,21,1,11,11,15,12,0,4,9,8,21,1,16,0.2532,0,0.7468,2,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.54,a
14,23,4,5,10,4,5,24,11,9,17,12,5,3,16,7,6,13,17,21,0.5043,0.1348,0.3609,7,3,7,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,2.3,p
19,8,6,12,2,16,17,17,8,6,12,5,11,8,8,10,11,26,12,8,0.6259,0.0204,0.3537,6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1.47,b
8,5,3,15,10,1,3,10,3,11,11,10,9,6,23,5,5,5,27,17,0.6141,0.1467,0.2391,7,3,2,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1.84,s
23,14,13,12,0,0,9,1,8,16,21,2,33,6,3,12,18,5,4,27,0.5211,0.1421,0.3368,6,2,4,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.9,r
20,2,7,5,7,5,8,20,3,12,5,10,5,8,6,9,12,8,7,20,0.4964,0.2374,0.2662,6,3,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.39,s
17,5,8,21,24,19,15,11,19,6,10,23,12,5,5,10,7,0,3,5,0.5244,0,0.4756,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.82,b
19,1,17,7,0,11,4,22,0,21,24,6,15,2,0,5,1,0,0,16,0.4333,0.1667,0.4,6,2,6,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1.8,s
15,44,5,12,0,21,34,1,11,6,20,2,15,7,2,6,9,1,3,4,0.488,0.296,0.216,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.25,o
31,10,2,17,2,8,19,12,2,4,5,3,1,9,22,16,10,0,2,10,0.6458,0.25,0.1042,4,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0.96,y
1,3,7,17,0,17,41,0,1,7,3,14,2,0,14,9,18,0,0,7,0.3462,0.4103,0.2436,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.78,y
7,10,8,19,0,6,11,15,0,14,15,6,19,1,1,17,16,0,0,11,0.4182,0.2955,0.2864,9,7,5,0,0,0,0,0,3,2,0,0,1,1,1,1,1,1,1,2.2,t
5,5,8,12,11,6,7,28,4,11,6,11,17,7,19,5,11,4,6,7,0.471,0.1871,0.3419,6,4,4,0,0,0,1,0,1,2,1,0,2,0,0,0,0,0,0,1.55,v
