@relation ProteinFoldsDicots

@attribute pcvA             NUMERIC
@attribute pcvR             NUMERIC
@attribute pcvN             NUMERIC
@attribute pcvD             NUMERIC
@attribute pcvC             NUMERIC
@attribute pcvQ             NUMERIC
@attribute pcvE             NUMERIC
@attribute pcvG             NUMERIC
@attribute pcvH             NUMERIC
@attribute pcvI             NUMERIC
@attribute pcvL             NUMERIC
@attribute pcvK             NUMERIC
@attribute pcvM             NUMERIC
@attribute pcvF             NUMERIC
@attribute pcvP             NUMERIC
@attribute pcvS             NUMERIC
@attribute pcvT             NUMERIC
@attribute pcvW             NUMERIC
@attribute pcvY             NUMERIC
@attribute pcvV             NUMERIC
@attribute sscC             NUMERIC
@attribute sscE             NUMERIC
@attribute sscH             NUMERIC
@attribute dssC             NUMERIC
@attribute dssE             NUMERIC
@attribute dssH             NUMERIC
@attribute adssCCC          NUMERIC
@attribute adssCCE          NUMERIC
@attribute adssCCH          NUMERIC
@attribute adssCEC          NUMERIC
@attribute adssCEE          NUMERIC
@attribute adssCEH          NUMERIC
@attribute adssCHC          NUMERIC
@attribute adssCHE          NUMERIC
@attribute adssCHH          NUMERIC
@attribute adssECC          NUMERIC
@attribute adssECE          NUMERIC
@attribute adssECH          NUMERIC
@attribute adssEEC          NUMERIC
@attribute adssEEE          NUMERIC
@attribute adssEEH          NUMERIC
@attribute adssEHC          NUMERIC
@attribute adssEHE          NUMERIC
@attribute adssEHH          NUMERIC
@attribute adssHCC          NUMERIC
@attribute adssHCE          NUMERIC
@attribute adssHCH          NUMERIC
@attribute adssHEC          NUMERIC
@attribute adssHEE          NUMERIC
@attribute adssHEH          NUMERIC
@attribute adssHHC          NUMERIC
@attribute adssHHE          NUMERIC
@attribute adssHHH          NUMERIC
@attribute phyAthaliana     NUMERIC
@attribute phyCpapaya       NUMERIC
@attribute phyCsativus      NUMERIC
@attribute phyGmax          NUMERIC
@attribute phyLjaponicus    NUMERIC
@attribute phyMesculenta    NUMERIC
@attribute phyMtrunculata   NUMERIC
@attribute phyMguttatus     NUMERIC
@attribute phyPtrichocarpa  NUMERIC
@attribute phyPpersica      NUMERIC
@attribute phyRcommunis     NUMERIC
@attribute phySlycoparsicum NUMERIC
@attribute length           NUMERIC
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
1.0000,5.0000,8.0000,3.0000,0.0000,9.0000,20.0000,6.0000,1.0000,13.0000,9.0000,8.0000,10.0000,7.0000,28.0000,8.0000,12.0000,0.0000,2.0000,25.0000,0.4700,0.5300,0.0000,4,6,0,0,1,0,1,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,g
2.0000,13.0000,7.0000,4.0000,12.0000,16.0000,16.0000,6.0000,18.0000,1.0000,4.0000,10.0000,2.0000,23.0000,9.0000,5.0000,12.0000,6.0000,17.0000,2.0000,0.4681,0.4628,0.0691,5,9,1,0,0,0,2,1,0,1,0,0,0,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,g
7.0000,7.0000,6.0000,23.0000,1.0000,20.0000,26.0000,1.0000,8.0000,16.0000,17.0000,5.0000,4.0000,10.0000,2.0000,11.0000,18.0000,19.0000,10.0000,11.0000,0.4301,0.1554,0.4145,7,4,6,0,0,1,0,1,0,2,2,0,0,1,1,1,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,v
15.0000,0.0000,8.0000,13.0000,1.0000,20.0000,22.0000,10.0000,8.0000,10.0000,4.0000,21.0000,1.0000,9.0000,23.0000,6.0000,15.0000,5.0000,16.0000,15.0000,0.4021,0.1270,0.4709,6,2,7,0,1,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1.89,u
10.0000,5.0000,2.0000,12.0000,5.0000,2.0000,4.0000,17.0000,1.0000,13.0000,5.0000,12.0000,12.0000,17.0000,0.0000,9.0000,39.0000,9.0000,7.0000,21.0000,0.5023,0.1584,0.3394,7,5,7,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,t
13.0000,8.0000,10.0000,19.0000,2.0000,15.0000,21.0000,11.0000,6.0000,10.0000,11.0000,21.0000,10.0000,1.0000,2.0000,14.0000,9.0000,19.0000,3.0000,14.0000,0.2721,0.0000,0.7279,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,a
8.0000,16.0000,6.0000,24.0000,1.0000,4.0000,13.0000,5.0000,4.0000,9.0000,11.0000,3.0000,18.0000,26.0000,26.0000,2.0000,8.0000,11.0000,13.0000,5.0000,0.5065,0.1194,0.3742,12,5,11,0,0,1,4,0,0,4,1,1,0,1,3,0,0,0,1,0,0,1,2,3,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,3.10,w
14.0000,15.0000,13.0000,7.0000,0.0000,5.0000,10.0000,7.0000,10.0000,15.0000,10.0000,11.0000,27.0000,6.0000,8.0000,4.0000,6.0000,0.0000,4.0000,8.0000,0.5071,0.1950,0.2979,13,7,6,2,1,0,5,0,0,1,2,1,1,2,4,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.82,t
1.0000,2.0000,0.0000,7.0000,0.0000,4.0000,25.0000,7.0000,0.0000,20.0000,14.0000,5.0000,27.0000,4.0000,24.0000,0.0000,7.0000,1.0000,10.0000,28.0000,0.5889,0.2778,0.1333,4,3,1,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.90,z
8.0000,14.0000,10.0000,2.0000,2.0000,4.0000,10.0000,14.0000,20.0000,16.0000,2.0000,20.0000,0.0000,8.0000,8.0000,3.0000,11.0000,0.0000,3.0000,16.0000,0.4789,0.1174,0.4038,8,3,6,0,0,0,1,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.13,t
12.0000,13.0000,3.0000,0.0000,24.0000,8.0000,7.0000,7.0000,5.0000,14.0000,7.0000,13.0000,16.0000,17.0000,13.0000,5.0000,14.0000,11.0000,21.0000,13.0000,0.4000,0.2118,0.3882,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.85,u
11.0000,25.0000,3.0000,7.0000,0.0000,22.0000,23.0000,2.0000,10.0000,2.0000,10.0000,12.0000,2.0000,17.0000,7.0000,7.0000,15.0000,0.0000,8.0000,2.0000,0.3333,0.0000,0.6667,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.54,c
10.0000,8.0000,12.0000,18.0000,0.0000,23.0000,10.0000,13.0000,3.0000,15.0000,13.0000,13.0000,13.0000,20.0000,27.0000,8.0000,5.0000,5.0000,13.0000,19.0000,0.4817,0.4390,0.0793,5,8,1,0,0,0,1,1,0,1,0,0,0,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,o
8.0000,1.0000,16.0000,2.0000,11.0000,17.0000,8.0000,15.0000,11.0000,13.0000,5.0000,3.0000,4.0000,4.0000,16.0000,15.0000,6.0000,18.0000,17.0000,17.0000,0.4884,0.5116,0.0000,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,n
14.0000,4.0000,5.0000,8.0000,3.0000,16.0000,18.0000,2.0000,12.0000,7.0000,11.0000,18.0000,7.0000,11.0000,14.0000,11.0000,18.0000,0.0000,20.0000,2.0000,0.5306,0.0778,0.3917,16,3,11,0,0,3,1,0,1,9,1,0,0,0,2,0,0,0,1,0,0,3,2,4,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.60,p
5.0000,9.0000,3.0000,8.0000,31.0000,2.0000,7.0000,10.0000,10.0000,7.0000,8.0000,9.0000,2.0000,7.0000,40.0000,9.0000,16.0000,0.0000,9.0000,11.0000,0.5446,0.4464,0.0089,9,11,0,0,1,0,6,1,0,0,0,0,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,g
14.0000,1.0000,14.0000,17.0000,44.0000,1.0000,21.0000,7.0000,5.0000,16.0000,3.0000,4.0000,3.0000,1.0000,15.0000,10.0000,8.0000,0.0000,8.0000,15.0000,0.7818,0.2182,0.0000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.55,z
32.0000,13.0000,0.0000,2.0000,2.0000,5.0000,1.0000,32.0000,17.0000,24.0000,5.0000,9.0000,6.0000,5.0000,3.0000,14.0000,13.0000,0.0000,13.0000,27.0000,0.5372,0.2234,0.2394,4,3,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,q
29.0000,10.0000,3.0000,7.0000,0.0000,10.0000,23.0000,8.0000,21.0000,3.0000,5.0000,7.0000,5.0000,10.0000,18.0000,9.0000,10.0000,22.0000,22.0000,4.0000,0.4532,0.2302,0.3165,4,5,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,q
38.0000,9.0000,11.0000,7.0000,24.0000,14.0000,9.0000,24.0000,11.0000,5.0000,2.0000,18.0000,5.0000,0.0000,4.0000,5.0000,5.0000,0.0000,0.0000,6.0000,0.4231,0.0000,0.5769,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,b
40.0000,5.0000,3.0000,15.0000,0.0000,20.0000,10.0000,13.0000,4.0000,5.0000,5.0000,26.0000,1.0000,2.0000,21.0000,7.0000,3.0000,1.0000,5.0000,5.0000,0.4896,0.0000,0.5104,3,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,b
16.0000,11.0000,8.0000,17.0000,1.0000,18.0000,23.0000,2.0000,0.0000,9.0000,13.0000,24.0000,9.0000,8.0000,3.0000,20.0000,12.0000,17.0000,4.0000,13.0000,0.2394,0.0000,0.7606,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.42,a
10.0000,13.0000,15.0000,17.0000,0.0000,7.0000,16.0000,0.0000,4.0000,14.0000,14.0000,7.0000,6.0000,7.0000,17.0000,23.0000,26.0000,14.0000,1.0000,17.0000,0.4945,0.5055,0.0000,4,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,g
3.0000,3.0000,27.0000,6.0000,0.0000,18.0000,6.0000,13.0000,8.0000,11.0000,7.0000,3.0000,13.0000,10.0000,0.0000,18.0000,7.0000,6.0000,22.0000,8.0000,0.2766,0.0000,0.7234,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,i
7.0000,9.0000,8.0000,12.0000,7.0000,13.0000,21.0000,8.0000,15.0000,17.0000,8.0000,13.0000,1.0000,11.0000,6.0000,4.0000,25.0000,0.0000,12.0000,20.0000,0.5306,0.3469,0.1224,3,4,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.98,y
3.0000,9.0000,10.0000,1.0000,0.0000,18.0000,15.0000,6.0000,9.0000,12.0000,5.0000,14.0000,8.0000,6.0000,35.0000,8.0000,7.0000,1.0000,6.0000,22.0000,0.4848,0.5152,0.0000,3,7,0,0,0,0,1,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,g
15.0000,12.0000,2.0000,17.0000,35.0000,9.0000,12.0000,14.0000,6.0000,18.0000,4.0000,15.0000,1.0000,4.0000,3.0000,8.0000,7.0000,7.0000,4.0000,23.0000,0.4688,0.2812,0.2500,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0.64,z
24.0000,9.0000,2.0000,16.0000,0.0000,14.0000,16.0000,16.0000,8.0000,11.0000,14.0000,9.0000,9.0000,12.0000,7.0000,7.0000,3.0000,2.0000,22.0000,9.0000,0.7010,0.2304,0.0686,9,5,0,1,2,0,3,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,2.04,q
10.0000,6.0000,17.0000,21.0000,2.0000,5.0000,4.0000,7.0000,0.0000,24.0000,15.0000,8.0000,17.0000,20.0000,3.0000,11.0000,11.0000,3.0000,22.0000,21.0000,0.4045,0.1974,0.3981,6,8,9,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,4,3,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.09,x
10.0000,32.0000,1.0000,8.0000,0.0000,6.0000,19.0000,3.0000,0.0000,19.0000,17.0000,23.0000,11.0000,4.0000,24.0000,3.0000,10.0000,8.0000,4.0000,19.0000,0.4844,0.1484,0.3672,6,1,3,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.28,r
38.0000,16.0000,0.0000,18.0000,4.0000,0.0000,8.0000,6.0000,1.0000,13.0000,22.0000,0.0000,32.0000,7.0000,5.0000,3.0000,29.0000,7.0000,0.0000,11.0000,0.5054,0.1576,0.3370,4,4,5,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.84,s
9.0000,6.0000,25.0000,13.0000,10.0000,11.0000,6.0000,20.0000,0.0000,18.0000,8.0000,3.0000,8.0000,1.0000,20.0000,9.0000,3.0000,1.0000,9.0000,26.0000,0.5294,0.1830,0.2876,11,6,7,0,1,0,3,0,1,3,1,0,1,0,2,0,0,0,2,1,0,1,3,1,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.06,p
7.0000,13.0000,3.0000,0.0000,13.0000,4.0000,0.0000,26.0000,0.0000,18.0000,17.0000,19.0000,4.0000,1.0000,16.0000,25.0000,11.0000,0.0000,1.0000,19.0000,0.3925,0.1935,0.4140,4,4,7,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,1,2,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.86,t
11.0000,12.0000,8.0000,14.0000,9.0000,11.0000,2.0000,7.0000,6.0000,20.0000,15.0000,10.0000,7.0000,10.0000,0.0000,13.0000,14.0000,1.0000,11.0000,13.0000,0.5680,0.1400,0.2920,11,5,6,1,0,0,2,1,0,4,0,1,0,2,2,1,0,0,0,0,0,1,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.50,v
6.0000,1.0000,9.0000,2.0000,22.0000,7.0000,9.0000,21.0000,1.0000,1.0000,14.0000,10.0000,31.0000,16.0000,5.0000,0.0000,14.0000,1.0000,14.0000,4.0000,0.4878,0.0854,0.4268,12,2,7,1,2,1,1,0,1,5,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.46,v
12.0000,13.0000,6.0000,6.0000,0.0000,12.0000,4.0000,0.0000,15.0000,10.0000,1.0000,11.0000,1.0000,1.0000,35.0000,10.0000,15.0000,10.0000,3.0000,12.0000,0.5039,0.0315,0.4646,6,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,e
23.0000,5.0000,11.0000,17.0000,5.0000,3.0000,6.0000,9.0000,2.0000,12.0000,4.0000,13.0000,5.0000,4.0000,17.0000,25.0000,19.0000,11.0000,4.0000,8.0000,0.5294,0.4706,0.0000,7,8,0,0,1,0,3,2,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,g
9.0000,20.0000,9.0000,9.0000,12.0000,15.0000,20.0000,0.0000,7.0000,15.0000,19.0000,22.0000,25.0000,8.0000,13.0000,5.0000,7.0000,0.0000,12.0000,14.0000,0.5095,0.0921,0.3984,11,1,11,0,0,3,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,2,0,4,1,0,0,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.69,p
19.0000,3.0000,10.0000,16.0000,10.0000,8.0000,7.0000,4.0000,7.0000,12.0000,4.0000,13.0000,5.0000,13.0000,6.0000,25.0000,21.0000,0.0000,16.0000,13.0000,0.6515,0.1667,0.1818,8,3,4,0,0,1,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.98,u
10.0000,23.0000,7.0000,5.0000,3.0000,3.0000,8.0000,13.0000,4.0000,16.0000,19.0000,13.0000,11.0000,15.0000,19.0000,4.0000,8.0000,1.0000,25.0000,6.0000,0.4574,0.2021,0.3404,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,u
12.0000,22.0000,5.0000,5.0000,7.0000,2.0000,7.0000,12.0000,4.0000,15.0000,22.0000,10.0000,14.0000,23.0000,13.0000,7.0000,8.0000,1.0000,28.0000,7.0000,0.5155,0.1856,0.2990,4,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,u
0.0000,15.0000,15.0000,23.0000,15.0000,23.0000,16.0000,9.0000,8.0000,4.0000,5.0000,18.0000,7.0000,15.0000,29.0000,5.0000,6.0000,5.0000,10.0000,19.0000,0.5410,0.3880,0.0710,8,8,1,0,0,0,3,2,0,1,0,0,0,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,o
14.0000,8.0000,11.0000,10.0000,5.0000,4.0000,10.0000,15.0000,39.0000,3.0000,6.0000,10.0000,8.0000,13.0000,0.0000,10.0000,4.0000,3.0000,14.0000,2.0000,0.5847,0.4153,0.0000,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,m
18.0000,30.0000,5.0000,12.0000,0.0000,15.0000,18.0000,8.0000,5.0000,9.0000,14.0000,23.0000,16.0000,2.0000,17.0000,6.0000,7.0000,8.0000,0.0000,4.0000,0.3846,0.0000,0.6154,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.52,c
27.0000,17.0000,9.0000,10.0000,1.0000,10.0000,6.0000,37.0000,1.0000,19.0000,12.0000,14.0000,7.0000,3.0000,0.0000,8.0000,10.0000,0.0000,0.0000,20.0000,0.4783,0.1265,0.3953,6,4,6,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,0,1,0,2,1,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.53,s
16.0000,30.0000,14.0000,0.0000,1.0000,1.0000,0.0000,26.0000,0.0000,25.0000,9.0000,7.0000,3.0000,21.0000,0.0000,1.0000,0.0000,3.0000,10.0000,16.0000,0.4970,0.2635,0.2395,6,5,4,0,0,2,1,1,0,0,1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.67,s
7.0000,30.0000,8.0000,3.0000,0.0000,4.0000,13.0000,4.0000,7.0000,11.0000,6.0000,27.0000,1.0000,9.0000,0.0000,12.0000,17.0000,0.0000,5.0000,11.0000,0.4603,0.0952,0.4444,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,c
3.0000,17.0000,0.0000,13.0000,0.0000,6.0000,3.0000,28.0000,0.0000,37.0000,10.0000,2.0000,1.0000,7.0000,9.0000,8.0000,15.0000,0.0000,8.0000,16.0000,0.3228,0.2089,0.4684,4,4,5,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,v
13.0000,1.0000,14.0000,18.0000,0.0000,3.0000,8.0000,9.0000,0.0000,4.0000,13.0000,8.0000,10.0000,12.0000,29.0000,14.0000,18.0000,10.0000,8.0000,13.0000,0.5566,0.1604,0.2830,5,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.06,c
14.0000,8.0000,6.0000,10.0000,0.0000,12.0000,7.0000,20.0000,1.0000,13.0000,12.0000,11.0000,4.0000,0.0000,4.0000,11.0000,13.0000,0.0000,0.0000,9.0000,0.3121,0.0000,0.6879,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,a
5.0000,11.0000,12.0000,11.0000,11.0000,20.0000,11.0000,7.0000,29.0000,17.0000,18.0000,7.0000,13.0000,1.0000,4.0000,12.0000,5.0000,0.0000,5.0000,8.0000,0.3919,0.0541,0.5541,5,1,6,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,e
7.0000,8.0000,9.0000,16.0000,4.0000,10.0000,24.0000,15.0000,9.0000,8.0000,12.0000,6.0000,7.0000,5.0000,14.0000,23.0000,15.0000,4.0000,1.0000,28.0000,0.4670,0.5330,0.0000,7,11,0,0,0,0,3,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,g
12.0000,3.0000,1.0000,12.0000,0.0000,12.0000,21.0000,12.0000,4.0000,12.0000,8.0000,9.0000,5.0000,12.0000,8.0000,4.0000,5.0000,5.0000,17.0000,11.0000,0.4559,0.1912,0.3529,5,4,4,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,v
18.0000,9.0000,1.0000,9.0000,1.0000,7.0000,15.0000,7.0000,0.0000,11.0000,6.0000,13.0000,3.0000,18.0000,29.0000,11.0000,10.0000,2.0000,15.0000,8.0000,0.4958,0.1933,0.3109,8,5,7,0,1,0,1,0,2,1,1,1,0,1,2,0,0,0,1,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.38,x
28.0000,7.0000,5.0000,7.0000,0.0000,6.0000,6.0000,1.0000,10.0000,12.0000,3.0000,21.0000,9.0000,1.0000,24.0000,15.0000,13.0000,0.0000,7.0000,14.0000,0.5111,0.0667,0.4222,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.90,c
13.0000,17.0000,13.0000,7.0000,0.0000,14.0000,3.0000,0.0000,20.0000,11.0000,22.0000,2.0000,13.0000,15.0000,15.0000,10.0000,6.0000,1.0000,12.0000,10.0000,0.3554,0.0000,0.6446,4,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,e
23.0000,0.0000,12.0000,10.0000,33.0000,2.0000,1.0000,11.0000,18.0000,8.0000,11.0000,0.0000,3.0000,8.0000,1.0000,12.0000,8.0000,19.0000,3.0000,9.0000,0.6000,0.1250,0.2750,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,-
4.0000,22.0000,17.0000,8.0000,2.0000,20.0000,6.0000,5.0000,18.0000,1.0000,25.0000,7.0000,14.0000,4.0000,7.0000,6.0000,8.0000,3.0000,8.0000,1.0000,0.2595,0.0000,0.7405,3,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,e
4.0000,6.0000,10.0000,19.0000,5.0000,1.0000,19.0000,8.0000,1.0000,5.0000,11.0000,22.0000,22.0000,21.0000,3.0000,12.0000,7.0000,12.0000,17.0000,9.0000,0.2879,0.6136,0.0985,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,o
4.0000,2.0000,29.0000,20.0000,0.0000,1.0000,15.0000,9.0000,4.0000,32.0000,7.0000,9.0000,1.0000,7.0000,24.0000,8.0000,0.0000,2.0000,7.0000,24.0000,0.5771,0.2571,0.1657,7,6,2,0,0,0,4,1,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.75,l
7.0000,19.0000,15.0000,13.0000,28.0000,13.0000,10.0000,5.0000,26.0000,10.0000,13.0000,5.0000,13.0000,11.0000,12.0000,12.0000,11.0000,6.0000,4.0000,10.0000,0.2715,0.0000,0.7285,4,0,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,e
6.0000,18.0000,14.0000,15.0000,15.0000,28.0000,3.0000,6.0000,15.0000,14.0000,14.0000,15.0000,11.0000,9.0000,5.0000,15.0000,9.0000,15.0000,14.0000,11.0000,0.4897,0.5103,0.0000,5,11,0,0,1,0,2,2,0,0,0,0,1,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,m
